STAND	PLOT	REPLIC	VWC	TEMP	DATE	TIME	NOTES
41	52	2	8.5	16.2	2019-08-09	12:37	
41	52	3	10	15.8	2019-08-09	12:37	
41	52	4	9.5	15.9	2019-08-09	12:37	
41	52	5	12.5	16.1	2019-08-09	12:37	
41	52	6	8.5	15.9	2019-08-09	12:37	
41	53	1	10	16.1	2019-08-09	12:41	
41	53	2	15.9	16.2	2019-08-09	12:41	
41	53	3	11.5	16	2019-08-09	12:41	
41	53	4	12.5	16.2	2019-08-09	12:41	
41	53	5	14.9	16.1	2019-08-09	12:41	
41	53	6	12.5	16.1	2019-08-09	12:41	
41	54	1	13.9	16.4	2019-08-09	12:46	
41	54	2	14.4	16.3	2019-08-09	12:46	
41	54	3	12.5	16.3	2019-08-09	12:46	
41	54	4	9.5	16.7	2019-08-09	12:46	
41	54	5	8.5	16.8	2019-08-09	12:46	
41	54	6	12	16.3	2019-08-09	12:46	
100	86	1	11.5	16.6	2019-08-09	13:36	
100	86	2	11	16.7	2019-08-09	13:36	
100	86	3	13.5	16.9	2019-08-09	13:36	
100	86	4	11	16.9	2019-08-09	13:36	
100	86	5	13	16.6	2019-08-09	13:36	
100	86	6	11.5	16.7	2019-08-09	13:36	
100	67	1	9.5	16.4	2019-08-09	13:48	
100	67	2	5.6	16.3	2019-08-09	13:48	
100	67	3	9	16.6	2019-08-09	13:48	
100	67	4	8.1	16.5	2019-08-09	13:48	
100	67	5	12	16.1	2019-08-09	13:48	
100	67	6	14.9	16.2	2019-08-09	13:48	
100	68	1	12	16.8	2019-08-09	13:44	
100	68	2	5.1	16.6	2019-08-09	13:44	
100	68	3	11.5	16.4	2019-08-09	13:44	
100	68	4	13	16.4	2019-08-09	13:44	
100	68	5	11	16.8	2019-08-09	13:44	
100	68	6	11	16.5	2019-08-09	13:44	
100	69	1	11	16.4	2019-08-09	13:40	
100	69	2	11.5	16.1	2019-08-09	13:40	
100	69	3	11.5	16.2	2019-08-09	13:40	
100	69	4	10	16.1	2019-08-09	13:40	
100	69	5	10.5	16.4	2019-08-09	13:40	
100	69	6	16.4	16.6	2019-08-09	13:40	
100	70	1	13.9	16.3	2019-08-09	14:02	
100	70	2	16.4	16.6	2019-08-09	14:02	
100	70	3	15.4	16.4	2019-08-09	14:02	
100	70	4	10.5	16.4	2019-08-09	14:02	
100	70	5	12	16.3	2019-08-09	14:02	
100	70	6	13	16.7	2019-08-09	14:02	
100	71	1	12.5	16.4	2019-08-09	13:57	
100	71	2	14.4	16.8	2019-08-09	13:57	
100	71	3	12.5	16.5	2019-08-09	13:57	
100	71	4	9.5	16.5	2019-08-09	13:57	
100	71	5	11.5	16.6	2019-08-09	13:57	
100	71	6	10.5	16.5	2019-08-09	13:57	
100	72	1	9	16.4	2019-08-09	13:52	
100	72	2	13	16.7	2019-08-09	13:52	
100	72	3	12.5	16.3	2019-08-09	13:52	
100	72	4	12.5	16.4	2019-08-09	13:52	
100	72	5	15.4	17	2019-08-09	13:52	
100	72	6	11.5	16.4	2019-08-09	13:52	
58	85	1	6.6	18.1	2019-08-09	16:01	
58	85	2	12.5	18.2	2019-08-09	16:01	
58	85	3	7.6	18.1	2019-08-09	16:01	
58	85	4	5.6	18.7	2019-08-09	16:01	
58	85	5	8.5	18.8	2019-08-09	16:01	
58	85	6	9	18.3	2019-08-09	16:01	
58	61	1	16.9	17.3	2019-08-09	16:05	
58	61	2	11	17.6	2019-08-09	16:05	
58	61	3	14.4	17.9	2019-08-09	16:05	
58	61	4	12.9	17.8	2019-08-09	16:05	
58	61	5	15.4	17.6	2019-08-09	16:05	
58	61	6	11	17.5	2019-08-09	16:05	
58	62	1	11	17.9	2019-08-09	16:10	
58	62	2	11	17.7	2019-08-09	16:10	
58	62	3	15.9	17.5	2019-08-09	16:10	
58	62	4	16.4	17.7	2019-08-09	16:10	
58	62	5	11	18.1	2019-08-09	16:10	
58	62	6	13.9	18.1	2019-08-09	16:10	
58	63	1	8.5	17.8	2019-08-09	16:14	
58	63	2	13	17.9	2019-08-09	16:14	
58	63	3	12.5	17.7	2019-08-09	16:14	
58	63	4	13	17.8	2019-08-09	16:14	
58	63	5	8.5	17.8	2019-08-09	16:14	
58	63	6	9.5	17.8	2019-08-09	16:14	
58	64	1	12	18	2019-08-09	16:18	
58	64	2	11.5	18	2019-08-09	16:18	
58	64	3	12	18	2019-08-09	16:18	
58	64	4	10	18.1	2019-08-09	16:18	
58	64	5	14.9	18.1	2019-08-09	16:18	
58	64	6	11	17.9	2019-08-09	16:18	
58	65	1	8.1	18.3	2019-08-09	16:21	
58	65	2	5.6	18.1	2019-08-09	16:21	
58	65	3	8.1	18.4	2019-08-09	16:21	
58	65	4	7.1	18.6	2019-08-09	16:21	
58	65	5	5.6	18.2	2019-08-09	16:21	
58	65	6	14.4	18.1	2019-08-09	16:21	
58	66	1	9.5	19	2019-08-09	16:25	
58	66	2	10.5	18.3	2019-08-09	16:25	
58	66	3	11.5	18	2019-08-09	16:25	
58	66	4	11	18.6	2019-08-09	16:25	
58	66	5	13.9	18.5	2019-08-09	16:25	
58	66	6	10	18.7	2019-08-09	16:25	
9	78	1	20.8	17.5	2019-08-09	17:22	
9	78	2	13.5	17.7	2019-08-09	17:22	
9	78	3	11.5	17.6	2019-08-09	17:22	
9	78	4	14.9	17.5	2019-08-09	17:22	
9	78	5	15.9	17.7	2019-08-09	17:22	
9	78	6	10.5	17.5	2019-08-09	17:22	
9	19	1	16.4	17.8	2019-08-09	17:40	
9	19	2	16.4	17.7	2019-08-09	17:40	
9	19	3	16.9	17.3	2019-08-09	17:40	
9	19	4	11.5	17.4	2019-08-09	17:40	
9	19	5	16.9	17.3	2019-08-09	17:40	
9	19	6	10	17.9	2019-08-09	17:40	
9	20	1	17.4	17.9	2019-08-09	17:45	
9	20	2	15.9	17.2	2019-08-09	17:45	
9	20	3	13	17.5	2019-08-09	17:45	
9	20	4	17.4	17.5	2019-08-09	17:45	
9	20	5	16.9	17.2	2019-08-09	17:45	
9	20	6	23.3	17.6	2019-08-09	17:45	
9	21	1	14.9	17.7	2019-08-09	17:26	
9	21	2	11.5	17.4	2019-08-09	17:26	
9	21	3	15.9	17.6	2019-08-09	17:26	
9	21	4	15.4	17.9	2019-08-09	17:26	
9	21	5	12.5	17.6	2019-08-09	17:26	
9	21	6	15.9	17.7	2019-08-09	17:26	
9	22	1	12.5	17.8	2019-08-09	17:29	
9	22	2	16.4	17.6	2019-08-09	17:29	
9	22	3	14.9	17.8	2019-08-09	17:29	
9	22	4	19.8	17.6	2019-08-09	17:29	
9	22	5	11.5	17.7	2019-08-09	17:29	
9	22	6	12.5	17.6	2019-08-09	17:29	
9	23	1	15.4	17.6	2019-08-09	17:33	
9	23	2	13.9	17.5	2019-08-09	17:33	
9	23	3	12	17.9	2019-08-09	17:33	
9	23	4	13	17.9	2019-08-09	17:33	
9	23	5	16.4	17.4	2019-08-09	17:33	
9	23	6	8.5	17.6	2019-08-09	17:33	
9	24	1	13.5	18.4	2019-08-09	17:37	
9	24	2	13	18	2019-08-09	17:37	
9	24	3	12.5	17.9	2019-08-09	17:37	
9	24	4	11.5	18.1	2019-08-09	17:37	
9	24	5	11	18	2019-08-09	17:37	
9	24	6	13.9	18.3	2019-08-09	17:37	
31	82	1	8.5	15.9	2019-08-10	8:22	
31	82	2	9	15.9	2019-08-10	8:22	
31	82	3	19.8	16.3	2019-08-10	8:22	
31	82	4	11.5	16.3	2019-08-10	8:22	
31	82	5	7.1	16	2019-08-10	8:22	
31	82	6	13.9	16.2	2019-08-10	8:22	
31	82	7	10.5	NA	2019-08-10	8:22	
31	82	8	12.5	NA	2019-08-10	8:22	
31	43	1	12	16.1	2019-08-10	8:28	
31	43	2	14.9	16.6	2019-08-10	8:28	
31	43	3	11.5	16	2019-08-10	8:28	
31	43	4	7.1	16.2	2019-08-10	8:28	
31	43	5	12.5	15.6	2019-08-10	8:28	
31	43	6	7.6	15.9	2019-08-10	8:28	
31	44	1	13.9	16.5	2019-08-10	8:33	
31	44	2	8.1	15.9	2019-08-10	8:33	
31	44	3	14.4	16	2019-08-10	8:33	
31	44	4	12	15.9	2019-08-10	8:33	
31	44	5	17.9	15.9	2019-08-10	8:33	
31	44	6	12	16.1	2019-08-10	8:33	
31	45	1	11.5	15.9	2019-08-10	8:37	
31	45	2	10	16.1	2019-08-10	8:37	
31	45	3	11.5	15.5	2019-08-10	8:37	
31	45	4	17.4	16.1	2019-08-10	8:37	
31	45	5	13	16	2019-08-10	8:37	
31	45	6	9	16.7	2019-08-10	8:37	
31	46	1	16.4	16.6	2019-08-10	8:41	
31	46	2	13.9	16.4	2019-08-10	8:41	
31	46	3	13.5	16.3	2019-08-10	8:41	
31	46	4	16.4	16.1	2019-08-10	8:41	
31	46	5	17.4	16.3	2019-08-10	8:41	
31	46	6	10	16.6	2019-08-10	8:41	
31	47	1	13	16.4	2019-08-10	8:46	
31	47	2	11.5	16.3	2019-08-10	8:46	
31	47	3	12	16.5	2019-08-10	8:46	
31	47	4	13.9	16.4	2019-08-10	8:46	
31	47	5	12.5	16.1	2019-08-10	8:46	
31	47	6	13.9	16.2	2019-08-10	8:46	
31	48	1	11	16.4	2019-08-10	8:51	
31	48	2	6.6	16	2019-08-10	8:51	
31	48	3	5.1	15.9	2019-08-10	8:51	
31	48	4	10	16	2019-08-10	8:51	
31	48	5	11.5	15.5	2019-08-10	8:51	
31	48	6	9	15.9	2019-08-10	8:51	
50	84	1	9	16.4	2019-08-10	10:01	
50	84	2	11	16.2	2019-08-10	10:01	
50	84	3	7.1	16.2	2019-08-10	10:01	
50	84	4	8.5	16	2019-08-10	10:01	
50	84	5	10	15.9	2019-08-10	10:01	
50	84	6	7.6	16.3	2019-08-10	10:01	
50	55	1	7.6	16.4	2019-08-10	10:15	
50	55	2	6.1	16	2019-08-10	10:15	
50	55	3	7.1	16.4	2019-08-10	10:15	
50	55	4	7.6	16.1	2019-08-10	10:15	
50	55	5	7.6	16.1	2019-08-10	10:15	
50	55	6	9.5	16.6	2019-08-10	10:15	
50	56	1	11.5	16.6	2019-08-10	10:20	
50	56	2	7.6	16.6	2019-08-10	10:20	
50	56	3	14.4	17	2019-08-10	10:20	
50	56	4	14.4	16.8	2019-08-10	10:20	
50	56	5	11.5	16.5	2019-08-10	10:20	
50	56	6	10.5	16.6	2019-08-10	10:20	
50	57	1	8.1	16.6	2019-08-10	10:23	
50	57	2	15.4	16.9	2019-08-10	10:23	
50	57	3	11	16.8	2019-08-10	10:23	
50	57	4	17.9	16.7	2019-08-10	10:23	
50	57	5	9	17	2019-08-10	10:23	
50	57	6	16.4	16.6	2019-08-10	10:23	
50	58	1	12.5	16.5	2019-08-10	10:27	
50	58	2	14.9	16.9	2019-08-10	10:27	
50	58	3	7.6	16.6	2019-08-10	10:27	
50	58	4	11.5	16.6	2019-08-10	10:27	
50	58	5	11.5	16.7	2019-08-10	10:27	
50	58	6	13.9	16.8	2019-08-10	10:27	
50	59	1	15.9	16.6	2019-08-10	10:07	
50	59	2	9	16	2019-08-10	10:07	
50	59	3	10.5	16.2	2019-08-10	10:07	
50	59	4	13.5	16.2	2019-08-10	10:07	
50	59	5	11.5	16.3	2019-08-10	10:07	
50	59	6	12.5	16.6	2019-08-10	10:07	
50	60	1	7.6	16.8	2019-08-10	10:12	
50	60	2	6.1	16.6	2019-08-10	10:12	
50	60	3	9	16.6	2019-08-10	10:12	
50	60	4	8.1	16.6	2019-08-10	10:12	
50	60	5	10.5	16.6	2019-08-10	10:12	
50	60	6	8.1	16.9	2019-08-10	10:12	
3	75	1	11.5	16.6	2019-08-10	11:16	
3	75	2	12	16.8	2019-08-10	11:16	
3	75	3	10.5	17	2019-08-10	11:16	
3	75	4	11	17.1	2019-08-10	11:16	
3	75	5	11.5	17	2019-08-10	11:16	
3	75	6	8.5	16.7	2019-08-10	11:16	
3	1	1	13.5	16.8	2019-08-10	11:19	
3	1	2	13.5	16.8	2019-08-10	11:19	
3	1	3	12.5	17.2	2019-08-10	11:19	
3	1	4	12	17.4	2019-08-10	11:19	
3	1	5	11	16.9	2019-08-10	11:19	
3	1	6	15.9	17	2019-08-10	11:19	
3	2	1	8.5	17.1	2019-08-10	11:23	
3	2	2	13.9	17.3	2019-08-10	11:23	
3	2	3	10.5	17	2019-08-10	11:23	
3	2	4	9.5	17.1	2019-08-10	11:23	
3	2	5	7.1	17.4	2019-08-10	11:23	
3	2	6	13.9	17.2	2019-08-10	11:23	
3	3	1	12.5	16.9	2019-08-10	11:27	
3	3	2	12.5	17	2019-08-10	11:27	
3	3	3	11	17.2	2019-08-10	11:27	
3	3	4	12	16.9	2019-08-10	11:27	
3	3	5	13	17	2019-08-10	11:27	
3	3	6	11.5	17.2	2019-08-10	11:27	
3	4	1	12.5	17.2	2019-08-10	11:31	
3	4	2	10.5	17	2019-08-10	11:31	
3	4	3	14.4	16.9	2019-08-10	11:31	
3	4	4	12.5	16.9	2019-08-10	11:31	
3	4	5	12.5	16.8	2019-08-10	11:31	
3	4	6	12	17.1	2019-08-10	11:31	
3	5	1	13.5	17	2019-08-10	11:35	
3	5	2	11	16.8	2019-08-10	11:35	
3	5	3	14.9	17	2019-08-10	11:35	
3	5	4	11	17.2	2019-08-10	11:35	
3	5	5	16.4	16.7	2019-08-10	11:35	
3	5	6	8.5	16.6	2019-08-10	11:35	
3	6	1	12	17.3	2019-08-10	11:39	
3	6	2	12.5	17.5	2019-08-10	11:39	
3	6	3	11.5	17.1	2019-08-10	11:39	
3	6	4	13	17.3	2019-08-10	11:39	
3	6	5	11.5	17.2	2019-08-10	11:39	
3	6	6	9.5	17.2	2019-08-10	11:39	
20	79	1	21.3	17.9	2019-08-10	12:54	
20	79	2	17.9	17.8	2019-08-10	12:54	
20	79	3	13.5	17.7	2019-08-10	12:54	
20	79	4	10	17.7	2019-08-10	12:54	
20	79	5	16.4	18.1	2019-08-10	12:54	
20	79	6	22.3	17.7	2019-08-10	12:54	
20	25	1	14.9	17.3	2019-08-10	13:02	
20	25	2	13	17.1	2019-08-10	13:02	
20	25	3	13.5	17.1	2019-08-10	13:02	
20	25	4	9	17.1	2019-08-10	13:02	
20	25	5	15.9	17.3	2019-08-10	13:02	
20	25	6	13	17.1	2019-08-10	13:02	
20	26	1	11.5	17.5	2019-08-10	13:04	
20	26	2	12.5	17.5	2019-08-10	13:04	
20	26	3	11	17.7	2019-08-10	13:04	
20	26	4	13.9	17.6	2019-08-10	13:04	
20	26	5	11.5	17.5	2019-08-10	13:04	
20	26	6	12	17.7	2019-08-10	13:04	
20	27	1	11	18.3	2019-08-10	13:08	
20	27	2	9.5	18	2019-08-10	13:08	
20	27	3	11.5	18	2019-08-10	13:08	
20	27	4	10.5	17.9	2019-08-10	13:08	
20	27	5	13	18	2019-08-10	13:08	
20	27	6	10	18.2	2019-08-10	13:08	
20	28	1	13.5	17.5	2019-08-10	13:11	
20	28	2	11.5	17.8	2019-08-10	13:11	
20	28	3	17.4	17.5	2019-08-10	13:11	
20	28	4	12.5	18	2019-08-10	13:11	
20	28	5	13.9	18	2019-08-10	13:11	
20	28	6	12.5	17.5	2019-08-10	13:11	
20	29	1	6.6	17.5	2019-08-10	13:16	
20	29	2	8.1	17.8	2019-08-10	13:16	
20	29	3	5.6	17.8	2019-08-10	13:16	
20	29	4	9	17.4	2019-08-10	13:16	
20	29	5	10	17.9	2019-08-10	13:16	
20	29	6	7.1	17.7	2019-08-10	13:16	
20	30	1	11	17.8	2019-08-10	12:58	
20	30	2	10	17.4	2019-08-10	12:58	
20	30	3	6.6	17.5	2019-08-10	12:58	
20	30	4	9	17.7	2019-08-10	12:58	
20	30	5	7.6	17.6	2019-08-10	12:58	
20	30	6	4.6	17.9	2019-08-10	12:58	
24	81	1	19.3	16.3	2019-08-10	14:53	
24	81	2	19.8	15.9	2019-08-10	14:53	
24	81	3	18.4	16.5	2019-08-10	14:53	
24	81	4	15.4	16	2019-08-10	14:53	
24	81	5	20.3	16	2019-08-10	14:53	
24	81	6	19.3	16.5	2019-08-10	14:53	
24	37	1	9.5	15.8	2019-08-10	14:56	
24	37	2	12.5	16.3	2019-08-10	14:56	
24	37	3	13.9	15.9	2019-08-10	14:56	
24	37	4	15.9	16	2019-08-10	14:56	
24	37	5	15.9	15.9	2019-08-10	14:56	
24	37	6	17.4	15.7	2019-08-10	14:56	
24	38	1	20.3	16.4	2019-08-10	15:00	
24	38	2	14.9	16.3	2019-08-10	15:00	
24	38	3	19.3	16.2	2019-08-10	15:00	
24	38	4	21.8	16.4	2019-08-10	15:00	
24	38	5	19.3	16.5	2019-08-10	15:00	
24	38	6	21.3	16.4	2019-08-10	15:00	
24	39	1	18.9	16.9	2019-08-10	15:02	
24	39	2	20.3	16.7	2019-08-10	15:02	
24	39	3	18.4	16.5	2019-08-10	15:02	
24	39	4	22.8	16.4	2019-08-10	15:02	
24	39	5	20.8	16.5	2019-08-10	15:02	
24	39	6	20.8	16.7	2019-08-10	15:02	
24	40	1	22.8	17.1	2019-08-10	15:05	
24	40	2	24.7	16.8	2019-08-10	15:05	
24	40	3	24.3	16.7	2019-08-10	15:05	
24	40	4	26.7	16.6	2019-08-10	15:05	
24	40	5	19.3	16.7	2019-08-10	15:05	
24	40	6	21.3	17	2019-08-10	15:05	
24	41	1	16.4	16.4	2019-08-10	15:08	
24	41	2	20.8	16.4	2019-08-10	15:08	
24	41	3	18.9	16.7	2019-08-10	15:08	
24	41	4	16.9	16.6	2019-08-10	15:08	
24	41	5	16.9	16.3	2019-08-10	15:08	
24	41	6	11.5	16.3	2019-08-10	15:08	
24	42	1	15.4	16.6	2019-08-10	15:11	
24	42	2	16.9	16.4	2019-08-10	15:11	
24	42	3	22.3	16.6	2019-08-10	15:11	
24	42	4	21.3	16.4	2019-08-10	15:11	
24	42	5	20.3	16.2	2019-08-10	15:11	
24	42	6	13.9	16	2019-08-10	15:11	
6	76	1	17.4	17.2	2019-08-10	16:07	
6	76	2	24.3	17.2	2019-08-10	16:07	
6	76	3	17.4	17.2	2019-08-10	16:07	
6	76	4	20.8	16.9	2019-08-10	16:07	
6	76	5	14.9	17	2019-08-10	16:07	
6	76	6	24.7	17.3	2019-08-10	16:07	
6	7	1	23.3	16.9	2019-08-10	16:10	
6	7	2	22.3	17.3	2019-08-10	16:10	
6	7	3	20.3	17.1	2019-08-10	16:10	
6	7	4	21.3	17.5	2019-08-10	16:10	
6	7	5	17.4	17.3	2019-08-10	16:10	
6	7	6	20.8	17	2019-08-10	16:10	
6	8	1	21.3	16.9	2019-08-10	16:13	
6	8	2	20.3	16.9	2019-08-10	16:13	
6	8	3	21.8	16.9	2019-08-10	16:13	
6	8	4	16.4	16.7	2019-08-10	16:13	
6	8	5	27.2	16.9	2019-08-10	16:13	
6	8	6	22.8	17.1	2019-08-10	16:13	
6	9	1	20.3	17.5	2019-08-10	16:17	
6	9	2	20.8	17	2019-08-10	16:17	
6	9	3	13	17.3	2019-08-10	16:17	
6	9	4	20.8	16.9	2019-08-10	16:17	
6	9	5	18.9	17.1	2019-08-10	16:17	
6	9	6	14.9	17.1	2019-08-10	16:17	
6	10	1	19.3	17.1	2019-08-10	16:20	
6	10	2	17.4	17	2019-08-10	16:20	
6	10	3	17.9	16.7	2019-08-10	16:20	
6	10	4	14.9	16.8	2019-08-10	16:20	
6	10	5	13.5	17.1	2019-08-10	16:20	
6	10	6	11.5	16.9	2019-08-10	16:20	
6	11	1	15.4	17.4	2019-08-10	16:23	
6	11	2	12	16.9	2019-08-10	16:23	
6	11	3	16.9	16.9	2019-08-10	16:23	
6	11	4	14.9	17.1	2019-08-10	16:23	
6	11	5	16.4	17.4	2019-08-10	16:23	
6	11	6	14.9	17.6	2019-08-10	16:23	
6	12	1	26.2	17.2	2019-08-10	16:26	
6	12	2	23.8	17.1	2019-08-10	16:26	
6	12	3	26.2	17.1	2019-08-10	16:26	
6	12	4	30.1	16.9	2019-08-10	16:26	
6	12	5	30.1	17.1	2019-08-10	16:26	
6	12	6	25.7	17.3	2019-08-10	16:26	
7	77	1	12.5	16.4	2019-08-10	17:11	
7	77	2	5.1	16.7	2019-08-10	17:11	
7	77	3	9	16.6	2019-08-10	17:11	
7	77	4	7.6	16.6	2019-08-10	17:11	
7	77	5	6.6	16.8	2019-08-10	17:11	
7	77	6	9	16.5	2019-08-10	17:11	
7	13	1	9	16.4	2019-08-10	17:15	
7	13	2	6.1	16.6	2019-08-10	17:15	
7	13	3	11	16.1	2019-08-10	17:15	
7	13	4	12	16.5	2019-08-10	17:15	
7	13	5	13.9	16.1	2019-08-10	17:15	
7	13	6	10	16.1	2019-08-10	17:15	
7	14	1	8.1	16.4	2019-08-10	17:19	
7	14	2	9	16.7	2019-08-10	17:19	
7	14	3	4.6	16.4	2019-08-10	17:19	
7	14	4	6.6	16.5	2019-08-10	17:19	
7	14	5	9	16.3	2019-08-10	17:19	
7	14	6	7.6	16.3	2019-08-10	17:19	
7	15	1	9.5	16.3	2019-08-10	17:23	
7	15	2	5.1	16.7	2019-08-10	17:23	
7	15	3	10.5	16.2	2019-08-10	17:23	
7	15	4	6.6	16.4	2019-08-10	17:23	
7	15	5	7.1	16.8	2019-08-10	17:23	
7	15	6	9	16.7	2019-08-10	17:23	
7	16	1	9	16.1	2019-08-10	17:26	
7	16	2	7.6	16	2019-08-10	17:26	
7	16	3	7.6	16.4	2019-08-10	17:26	
7	16	4	8.1	16.7	2019-08-10	17:26	
7	16	5	6.1	16.4	2019-08-10	17:26	
7	16	6	10	16.2	2019-08-10	17:26	
7	17	1	13	16.1	2019-08-10	17:29	
7	17	2	7.6	16.2	2019-08-10	17:29	
7	17	3	9	16.4	2019-08-10	17:29	
7	17	4	11.5	16.2	2019-08-10	17:29	
7	17	5	7.6	16.2	2019-08-10	17:29	
7	17	6	6.1	16.4	2019-08-10	17:29	
7	18	1	3.1	16.6	2019-08-10	17:32	
7	18	2	5.6	16.5	2019-08-10	17:32	
7	18	3	8.5	16.5	2019-08-10	17:32	
7	18	4	4.6	16.6	2019-08-10	17:32	
7	18	5	5.6	16.6	2019-08-10	17:32	
7	18	6	5.1	16.4	2019-08-10	17:32	
