Compound	Type	Source	3-1_R	3-2_R	3-3_R	6-1_R	6-2_R	6-3_R	7-1_R	7-2_R	7-3_R	9-1_R	9-2_R	9-3_R	20-1_R	20-2_R	20-3_R	22-1_R	22-2_R	22-3_R	24-1_R	24-2_R	24-3_R	31-1_R	31-2_R	31-3_R	41-1_R	41-2_R	41-3_R	50-1_R	50-2_R	50-3_R	58-1_R	58-2_R	58-3_R	100-1_R	100-2_R	100-3_R	MS-1_S	MS-2_S	MS-3_S	MS-4_S	MS-5_S	MS-6_S	MS-7_S	MS-8_S	MS-9_S	MS-10_S	MS-11_S	MS-12_S	MS-13_S	MS-14_S	MS-15_S	MS-16_S	MS-17_S	MS-18_S	MS-19_S	MS-20_S	MS-21_S	MS-22_S	MS-23_S	MS-24_S	MS-25_S	MS-26_S	MS-27_S	MS-28_S	MS-29_S	MS-30_S	MS-31_S	MS-32_S	MS-33_S	MS-34_S	MS-35_S	MS-36_S	MS-37_S	MS-38_S	MS-39_S	MS-40_S	MS-41_S	MS-42_S	MS-43_S	MS-44_S	MS-45_S	MS-46_S	MS-47_S	MS-48_S	MS-49_S	MS-50_S	MS-51_S	MS-52_S	MS-53_S	MS-54_S	MS-55_S	MS-56_S	MS-57_S	MS-58_S	MS-59_S	MS-60_S	MS-61_S	MS-62_S	MS-63_S	MS-64_S	MS-65_S	MS-66_S	MS-67_S	MS-68_S	MS-69_S	MS-70_S	MS-71_S	MS-72_S
2(5H)-Furanone	Aromatic	Polysaccharide	0.000711561	0.000785892	0.000909281	0.00742068	0.006686997	0	0	0	0	0.000917437	0.008708338	0.008998674	0.000907555	0.001148331	0.000921196	0.001286712	0.001009749	0.000794802	0.001053309	0.001049551	0.000875445	0.000568015	0.000797529	0.001250205	0.007913381	0.0072499	0.006273619	0.009519021	0.009579663	0.010803418	0.01003265	0.009565283	0.010071347	0.000853609	0.000814435	0.000894328	0.012296901	0.01623331	0.014740936	0.018976578	0.011850543	0.006807387	0.007031857	0.012396981	0.01164955	0.008243909	0.008210754	0.005856304	0.011214146	0.01144597	0.013891997	0	0.009859513	0.010402399	0	0	0	0.01644518	0	0	0	0	0.018129797	0.014602309	0	0.003520731	0.003336421	0.000786108	0	0	0.003688284	0.003629851	0.015602333	0	0.012090979	0.00947195	0.007372395	0.008366301	0.011416232	0.016163721	0	0	0	0	0	0	0.011180026	0.016676038	0	0	0	0.007539706	0	0	0	0	0	0	0	0	0	0	0.001547144	0	0	0	0	0
"2(5H)-Furanone, 5-methyl-"	Aromatic	Polysaccharide	0.00171655	0.002203435	0.002312928	0.000979009	0.00134757	0.000698984	0.001042581	0.00096992	0.000821937	0.001421742	0.001075809	0.0009668	0.002472595	0.00227755	0.002390131	0.001955134	0.001799318	0.001247435	0.001412975	0.001574942	0.001731799	0.001227345	0.002077285	0.001899732	0.000732347	0.001172045	0.000954184	0.000604903	0.000513027	0.000432137	0.001072834	0.000556203	0.00059357	0.001645186	0.001469759	0.00180545	0.000324029	0.001118001	0.00064759	0.000506215	0.000456612	0.000501788	0.001247975	0.001423664	0.001276551	0.001192922	0.000819707	0.001150691	0.0011449	0.00096651	0.001370964	0.000902176	0.000725006	0.001156352	0.000723996	0.001195521	0.000814866	0.001640868	0.001401354	0.000924096	0.000831904	0.001036262	0.001281808	0.000644966	0.000837617	0.000994607	0.001054782	0.001364209	0.001130748	0.000981636	0.000987043	0.000846045	0.001652819	0.000932543	0.00131244	0.000983782	0.001314082	0.001143992	0.000387813	0.000943402	0.000450604	0.000470056	0.000914837	0.001104743	0.001157328	0.000306526	0.003720566	0.001866721	0.00081958	0.00301626	0.0003788	0.000772182	0.0004887	0.00067407	0.001044048	0.000412706	0.001143341	0.000578797	0.001018304	0.000977401	0.000933224	0.001284697	0.001225611	0.001168472	0.001153304	0.000500139	0.001002591	0.001234296
2-Acetylfuran	Aromatic	Polysaccharide	0.00268486	0.005600399	0.001995121	0.001705454	0.001398421	0.001762924	0.001838234	0.001647302	0.001772206	0.001937444	0.001900679	0.00190881	0.001404883	0.003344653	0.00328643	0.00183816	0.000899659	0.001697373	0.001751622	0.001661072	0.001827253	0.00325022	0.002077285	0.002080659	0.001827272	0.001136648	0.001279864	0.001953822	0.001915933	0.001610851	0.002087084	0.002072478	0.002067825	0.001847463	0.001914732	0.002043378	0.00324029	0.003930344	0.001514933	0.003790124	0.003970543	0.002019243	0.00392392	0.004806316	0.005960868	0.004907921	0.004447492	0.003605741	0.004344747	0.003803797	0.004492519	0.003063993	0.003681449	0.003944641	0.004284876	0.003957588	0.001301849	0.004909826	0.004259017	0.004769526	0.004036819	0.002694281	0.003784993	0.003822689	0.003877856	0.004277689	0.00342837	0.004160161	0.005757405	0.00536882	0.003399522	0.00426473	0.006583842	0.004566038	0.005506636	0.005244127	0.005429967	0.005402949	0.002957071	0.004289603	0.003772501	0.004151852	0.003573851	0.004278934	0.004518031	0.003970906	0.00447201	0.004412249	0.004622799	0.003843577	0.002392418	0.006410572	0.00194602	0.00338041	0.004471345	0.002319131	0.004485736	0.004915814	0.006031493	0.004518351	0.004930637	0.004845258	0.004879746	0.004835605	0.004173864	0.004787513	0.004726733	0.004808947
"2-Cyclopenten-1-one, 2,3,4-trimethyl-"	Aromatic	Polysaccharide	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000419004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"2-Cyclopenten-1-one, 2,3-dimethyl-"	Aromatic	Polysaccharide	0.00591256	0.008024178	0.008227668	0.003697321	0.00027587	0.005072272	0	0	0.003712466	0.003917626	0.001838565	0.003520143	0.009468915	0.008266071	0.008299065	0.009023695	0.007516887	0.007732478	0.008874883	0.009302003	0.009095354	0.008001731	0.010034029	0.009100623	0.001956763	0.001809198	0.001565548	0.002375848	0.003705192	0.001185741	0.001737406	0.001966197	0.003748862	0.009142918	0.008939909	0.009866996	0.006302364	0.005482664	0.008187248	0	0.00197	0.002708445	0.004163915	0.00354673	0.004368581	0.006287727	0.004488545	0.004041334	0.007823481	0.007244504	0.004326744	0.003149103	0.006841007	0.00668044	0.004698589	0.001246366	0.000964281	0.000302986	0.007815831	0.006353157	0.002552153	0	0.002926213	0.006522123	0.009248687	0.006618975	0.006541487	0.006456353	0.007655275	0.006512475	0.006352774	0.006873253	0.00303474	0.006915986	0.005078506	0.004824055	0.006430612	0.005775091	0.003029786	0.001025775	0.005484098	0.002542324	0.00073871	0.0064962	0.008457397	0.008446883	0.006433097	0	0.006648727	0.004929431	0.003987364	0.002822837	0.005296685	0.00194776	0.009889822	0.000857829	0	0.00346882	0.004210295	0.006238728	0.001750059	0.010193137	0.000652524	0.003519686	0.008284963	0.005429139	0.003974381	0.005697874
"2-Cyclopenten-1-one, 2-hydroxy-3-methyl-"	Aromatic	Polysaccharide	0.004225353	0.003048086	0.005897084	0.009594809	0.008237974	0.00921669	0.008203463	0.008946556	0.007883261	0.010955107	0.009254939	0.008267377	0.003905576	0.002086426	0.004000149	0.003158293	0.003598636	0.003583343	0.002323818	0.002731541	0.004090864	0.002460881	0.001839881	0.003202406	0.008805435	0.008075838	0.008124851	0.008112269	0.007663731	0.007975206	0.008934185	0.008343052	0.007676241	0.002831877	0.003910367	0.002827139	0.01061195	0.009842373	0.01164884	0.015601811	0.00914752	0.005489438	0.011447767	0.010988233	0.012316406	0.010898728	0.01049608	0.011301215	0.00946744	0.010512311	0.011604294	0.009685621	0.008970887	0.007952905	0.009559707	0.010924593	0.013973089	0.013068534	0.010700972	0.011420778	0.012760766	0.015250321	0.012754471	0.012863076	0.010857997	0.014857486	0.011178324	0.009184771	0.013380783	0.011071207	0.010303569	0.011345009	0.013270556	0.012091821	0.013316316	0.012778325	0.009888721	0.011302087	0.008556114	0.011438941	0.00681146	0.010919189	0.010003362	0.012428359	0.011595537	0.009108701	0.013874229	0.011268205	0.010092804	0.010358699	0.010512141	0.011655585	0.008398612	0.010523539	0.012070429	0.006558404	0.012142784	0.011001115	0.011671331	0.009698386	0.013225957	0.015862692	0.011140196	0.011113965	0.011815486	0.012519923	0.012675494	0.011905787
"2-Cyclopenten-1-one, 2-methyl-"	Aromatic	Polysaccharide	0.001921949	0.003103172	0.003495876	0.001991867	0.003648609	0.004747523	0.00396455	0.003564421	0.003636078	0.002735215	0.003639862	0.002355025	0.001643714	0.002675723	0.002439925	0.002590135	0.002580601	0.003313919	0.003176274	0.002940713	0.002890877	0.002754948	0.002911908	0.002406328	0.002186971	0.003552844	0.003393925	0.00381386	0.003325172	0.003759238	0.001867391	0.004959776	0.002752141	0.002589145	0.002467577	0.003582909	0.005881126	0.004855131	0.005172941	0.002933452	0.004352326	0.002865632	0.008567826	0.007706679	0.010737728	0.01430458	0.010085542	0.009462045	0.009731647	0.009526782	0.010228356	0.007915314	0.009506883	0.008954971	0.005333932	0.009138182	0.007180231	0.009527618	0.008350116	0.009743992	0.004503078	0.004438655	0.006059169	0.00739174	0.007910826	0.007129481	0.01119146	0.011197316	0.014242002	0.012611963	0.011196108	0.01360849	0.010150089	0.008358676	0.012460057	0.011030283	0.014862512	0.012969834	0.003623624	0.006061395	0.005536494	0.005084647	0.006121715	0.007682632	0.007300069	0.008115974	0.009182284	0.007512137	0.006759232	0.007549268	0.009098439	0.007831096	0.003233612	0.008229689	0.008502163	0.00522428	0.008888017	0.008265703	0.010672609	0.012156067	0.012612273	0.010796281	0.008813806	0.009037033	0.007657314	0.008077901	0.008799246	0.012984157
"2-Cyclopenten-1-one, 3-methyl-"	Aromatic	Polysaccharide	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001110577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2-Furanmethanol	Aromatic	Polysaccharide	0.002391433	0.00187292	0.002118713	0.002395448	0.003025676	0.003247491	0.003511851	0.004388073	0.003452746	0.002464543	0.00222367	0.004263835	0.002107325	0.002627942	0.002406729	0.002690398	0.002698977	0.002828955	0.005558479	0.00572147	0.007677188	0.001919177	0.002819173	0	0.003654543	0.003172651	0.002936831	0.002641567	0.002375123	0.002845778	0.002636317	0.003347849	0.002543871	0.004450093	0.003559783	0.004940496	0	0	0	0	0	0	0	0.001304335	0.000787978	0.002148307	0.001888473	0.004997218	0	0	0	0	0	0	0	0.000313309	0	0	0	0	0.000698161	0.00144904	0.001828883	0.000375022	0	0	0.00228558	0.001661363	0.002408222	0.000760848	0.001279743	0.000679044	0.001531086	0.003197714	0	0	0.001381772	0	0.000143006	0	0	0.000287155	0.000263336	0	0	0	0	0	0.000215485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000979693	0.001049225
3-Acetamidofuran	Aromatic	Polysaccharide	0	0	0	0	0	0	0	0.000309579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002025181	0.001321124	0	0	0	0	0.005987878	0	0.008260838	0.007195955	0.012056123	0.004973019	0	0.003112197	0	0	0.003469871	0.00235406	0.002068561	0.003229282	0	0.002683065	0.002518774	0.004024287	0	0.001196883	0.00271947	0.001496465	0.002249157	0.001954006	0.007342753	0.008455392	0.013572165	0.010864714	0.009082892	0.009937234	0.009927199	0.008239691	0.007853969	0.007303836	0.006769065	0.009055453	0.000725937	0.001865045	0	0	0.001812575	0.002392313	0.002848808	0.002490524	0.003134073	0.002199336	0.002467948	0.002843902	0.001848687	0	0	0.001827031	0.002151972	0.001110939	0.00235762	0.001464833	0.003231157	0.002079576	0.002285445	0.002452786	0.003177509	0.003868484	0.00593128	0.015119329	0.005544507	0.008204355
3-Furaldehyde	Aromatic	Polysaccharide	0.003887912	0.005012816	0.000836892	0.003970715	0.003623183	0.003665026	0.004156604	0.003337207	0.002551365	0.002948904	0.002571507	0.003408589	0.006012901	0.001688253	0.000322004	0.001228225	0.010736719	0.010467135	0.000387692	0.007099544	0	0.001314017	0.000387636	0.000787032	0.00516528	0.005047399	0.004330968	0.003344943	0.002137611	0.000421597	0.0021237	0.000836077	0.002558747	0	0.000498909	0.004380666	0.00714484	0.003071613	0	0.002595975	0.006337597	0	0.010391788	0.012943907	0.026265926	0.011667228	0.009551843	0.007997969	0.013415876	0.01154971	0.00605081	0.012596414	0.011679079	0.013631279	0	0.005056919	0.005547731	0.005767677	0.010670441	0.015985364	0.001987735	0.003816898	0.009033092	0.009257791	0.008841512	0.008432151	0.008958422	0.014722647	0.018500249	0.024938012	0.00938478	0.014215765	0.02400359	0.009771619	0.011574271	0.00983782	0.012316755	0.010323492	0.005465733	0.007957524	0.006776529	0.007846452	0.006891205	0.00849952	0	0	0.013672622	0.01629138	0.011971392	0.006532357	0.009479051	0.01003473	0.005852691	0.006841306	0.009735638	0.005448712	0.010473673	0.007532295	0.014119177	0.013800822	0.01506701	0.013691373	0.007603326	0	0.005303631	0.012964126	0.009159067	0.015446921
"4H-Pyran-4-one, 3-hydroxy-2-methyl-"	Aromatic	Polysaccharide	0.007379697	0.009786926	0.007185968	0.002082998	0.000166539	0.000366503	0.000474649	0.007313454	0.004858288	0.000555591	0	0.000960602	0.013107563	0.011865555	0.010008673	0.009591853	0.007647101	0.006318	0.007473586	0.008231534	0.009245353	0.012056767	0.013539447	0.010728965	0.000548181	0.000662061	0.002662574	0.000151773	0	0.005340226	0.000633448	0.005012917	0.000490922	0.007605613	0.008885973	0.006312078	0.007873905	0.008934101	0.000622309	0.011084814	0.010048528	0.002454529	0.006611865	0	0	0	0	0.000724778	0	0	0.008554022	0	0.006022907	0	0.001297283	0	0	0	0	0	0	0.009119105	0.001016223	0.009167206	0.000242366	0	0.000165508	0	0.007990194	0	0	0	0	0	0	0.007859415	0	0.007539319	0.007113937	0.009962447	0.000572861	0.000949256	0	0	0	0	0	0	0	0	0	0	0.000623312	0.000450721	0	0.000115458	0	0.001500512	0	0	0.000482483	0	0	0	0	0	0	0
5-Ethyl-2-furaldehyde	Aromatic	Polysaccharide	0	0	0	0	0	0	0	0	0	0	0.000470822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000796396	0	0	0	0	0	0	0	0	0	0	0	0.000788131	0	0.002073304	0	0.00278262	0.000380927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001640451	0	0	0	0.003332769	0.000898388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Benzofuran, 2,3-dihydro-"	Aromatic	Polysaccharide	0.002611503	0.002735932	0.002206993	0.008188785	0.00648359	0.008845548	0.008217182	0.008406922	0.008586032	0.015385586	0.01166495	0.011527227	0.002880011	0.00170418	0.00257271	0.003175004	0.001905856	0.002855898	0.002790917	0.00153803	0.00169089	0.005757532	0.002744984	0.002171123	0.011970787	0.012035097	0.006559303	0.010972664	0.009817176	0.008730567	0.010215728	0.012930845	0.008375434	0.004234331	0.001725955	0.006703959	0.035805205	0.042441107	0.032476732	0.017107476	0.029931785	0.020796991	0.01667966	0.01972247	0.018508632	0.014706296	0.023537494	0.02565158	0.033172734	0.039075366	0.030171163	0.019915951	0.023978786	0.021472843	0.027777819	0.022673684	0.018123511	0.018179133	0.019234271	0.027387511	0.024662634	0.017081051	0.014806001	0.017337977	0.021328208	0.024469083	0.017207526	0.019179962	0.011929471	0.019537424	0.017719514	0.014215765	0.033262117	0.04030607	0.026278318	0.020732595	0.023103113	0.02067455	0.023511136	0.035125009	0.034231951	0.033470881	0.028727603	0.03520396	0.026262445	0.022466967	0.026025635	0.026247224	0.027810464	0.02413008	0.028999009	0.028956843	0.028092917	0.0283713	0.032598968	0.020198887	0.020509204	0.018949669	0.018446969	0.016674418	0.021584762	0.017832963	0.03423388	0.022037676	0.025576684	0.021881075	0.019626572	0.016904178
"Benzofuran, 2-methyl-"	Aromatic	Polysaccharide	6.92488E-05	0	0	8.52727E-05	0.000972539	0.001793852	0.002606452	0.001803512	0.002948584	7.19419E-05	0.002931766	0.002255866	0.000153132	0	0.000197518	0	5.78859E-05	4.91699E-05	0.000126117	0.000153803	4.1045E-05	7.92434E-05	0	0	0.003064637	0.001278237	0.001234155	0.002485262	0.003024323	0.003284942	0.001669667	0.003259282	0.000288603	6.70211E-05	0.000120143	0.000170748	0.010417532	0.002642248	0.00435616	0.003608405	0.002596124	0.002962362	0.004607906	0.004723449	0.004300535	0.004261682	0.004625391	0.00429543	0.003875045	0.004702876	0.004028348	0.00265546	0.004217445	0.003515184	0.004329203	0.005125627	0.00478682	0.005804181	0.004839098	0.003428097	0.003067492	0.003246954	0.004548353	0.003985742	0.004013581	0.002922207	0.002850407	0.003552345	0.003715998	0.005082907	0.004016423	0.001959843	0.001217325	0.003554668	0.006082397	0.004674997	0.005900859	0.004755146	0.003308526	0.00411864	0.003056424	0.004115272	0.002770162	0.003500946	0.003115883	0.005120379	0.004710273	0.004638518	0.004162361	0.003895284	0.003878617	0.005791369	0.003628668	0.005573653	0.005484556	0.003403886	0.004861286	0.005014923	0.005052355	0.004783025	0.004401598	0.006413433	0.004577126	0.005010004	0.003828657	0.003273935	0.002028079	0.004488351
"Cyclopent-2-ene-1-one, 2,3,4-trimethyl-"	Aromatic	Polysaccharide	0.000431338	0.000596764	0.000683285	0.000148414	0.000130943	0	0.000294941	0.000132778	0	8.57604E-05	0.000110065	0.000119363	0.000404606	0.000732638	0.00044815	0.006817903	0.007635263	0.00786719	0.005558479	0.006914981	0.000529085	0.000626828	0.000532304	0.000763512	0.000109636	0	0.000235404	0	0.000105455	0	0	0.00047295	0.000557866	0.000600088	0.000585207	0.000365289	0.000686941	0.000340189	0	0.000306325	0.000267248	0.000696457	0.001835963	0.000210484	0.000269464	0.000859323	0.001317826	0.000792537	0.000248062	0.000442624	0.000182353	0.000473217	0.000375197	0.000173373	0.000347223	0.000343541	0.000922777	0.000330364	0.000293094	0	0.000619633	0.000609667	0.000696566	7.06563E-05	0.000296656	0.000253493	0.001006181	0.000784758	0.000945745	0.001421626	0.001099922	0.000775656	0.001402495	0.000165091	0.001012749	0.001571883	0.000729882	0.000344576	0.000235111	0.000800415	0.000139373	0.000290813	0.000249657	5.36812E-05	0.000398388	0	0.001222472	0.000177395	0.000193384	0	0.000674227	0.000227648	0.000317508	0.001142901	3.65637E-05	0.00025685	0.000317131	8.58285E-05	0.000187015	0.000321389	0.000183259	0.000205069	0	0.000161715	0.000467598	0.000152345	0	0.000801491
Cyclopentanone	Aromatic	Polysaccharide	0	0	0	0.000542881	0.000499618	0.009340404	0.007243192	0.007427061	0.008249924	0.008989171	0.000627348	0.00050695	0	0	0	0	0	0	0	0	0	0.000682546	0	0.000716471	0.000480558	0.000482453	0.001130166	0.000493926	0.000500359	0.000646448	0.00035517	0.000508377	0.000882173	0	0	0	0.001044994	0.000686984	0.001326295	0.001609505	0.000586419	0.000617864	0.001619967	0.000956291	0.002082221	0.002602421	0.001970581	0.001156741	0.001599924	0.001919188	0.001591446	0.008970689	0.001904198	0.001289961	0.014775436	0.011446775	0.007941141	0.002719569	0.014120398	0.017028697	0.014110462	0.014127704	0.001924303	0.002373328	0.014173564	0.016670663	0.001720753	0.005254229	0.004832393	0.007131954	0.001785077	0.003726463	0.001249901	0.01295446	0.002066834	0.002357825	0.001824704	0.002425814	0.000940445	0.001226267	0.015561566	0.018125488	0.013457514	0.015734809	0.016269362	0.012800946	0	0.0014798	0.018785876	0.012530406	0.013013305	0.01839397	0.010271473	0.017485574	0.017268643	0.008690509	0.017024934	0.018176618	0.015157064	0.011948109	0.011046319	0.014073364	0.01161304	0.011827415	0.010858322	0.011911202	0.008586625	0.008510379
"Cyclopropanecarboxaldehyde, methylene-"	Aromatic	Polysaccharide	0.000174589	8.64848E-05	7.78627E-05	0	0	0	0.000389596	0	0	0	0.000450945	0	0.000335767	9.66764E-05	0.000128636	0.000571501	0.000490077	0.000517295	8.9683E-05	0.000307606	9.02717E-05	0.00057111	0.000597219	0.000101862	0	0	0	0.001542738	0	0.00086076	0	0	0	0.000126625	0.000124323	0.000109447	0.000144679	0	0	0	0	0	0	0	0.005579808	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000244245	0	0	0	0	0	0	0	0	0	0	0.009038044	0	0.010254673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012737235	0	0.001016221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Furan, 2,3,5-trimethyl-"	Aromatic	Polysaccharide	0.007012913	0.007142803	0	0.000481693	0.000264429	0.00048867	0.000304543	0.000132778	0.000110763	0.000514277	7.45364E-05	0.00045985	0.003090744	0.004475464	0.004000149	0.004545268	0.003290858	0.001818614	0.003923633	0.00467561	0	0.002429926	0.005452873	0.004269875	0.000106471	0.000509984	0.000435382	0.000545507	0.000500359	0.000112777	7.92726E-05	0.000515462	0.000846469	0.005650269	0.004571085	0.004674577	0.00078091	0.001146075	0.001079317	0.000469872	0.000788	0.000377248	0.000261595	0.000223742	0.001401757	0.001404259	0.00023127	0.001270479	0.000986375	0.001085811	0.000179038	9.83882E-05	0.001946513	0.001165896	0.000175828	0.001096582	0.001080493	0.000950937	0.000996824	9.07328E-05	0	0.000929182	0.000147265	0.001016364	0.00011304	0.000101045	0.000751352	0.00042277	0.001487994	0.001874322	0.001378184	0.000236009	0.000111617	0.001112507	0.001623941	0.000369935	0.000825532	0.001433435	0.000804711	0.000930968	0.000936139	0.001005955	0.000275306	0.001281735	0.000930314	0.000127661	0.000107585	5.43046E-05	0.00117688	0.001018634	0.001324892	0.00112185	0.001550963	0.001134852	0.000155286	0.000279293	0.000158357	8.46392E-05	0.000166845	0.001366849	0.001451681	0.001292739	0.001267221	0.000317089	0.001260005	0.001793261	0.00150961	0.000464865
"Furan, 2,4-dimethyl-"	Aromatic	Polysaccharide	0.007174298	0.004498681	0.005526309	0.004165996	0.004576652	0.008520799	0.005569576	0.003976247	0	0.004458971	0.004546722	0.003916778	0.004973288	0.005335518	0.005726355	0.004445005	0.004249705	0.004822695	0.003853568	0.004011181	0.004690857	0.003760968	0.00461825	0.003908021	0.005366711	0.003998589	0	0.005720791	0.005668627	0.003618706	0.002178623	0.005597462	0.004001761	0.003492648	0.003950819	0.0042687	0	0.007315724	0	0.00314113	0.007192791	0.00227316	0	0.008585075	0.014425845	0.014356978	0.010153965	0.009353147	0	0.009042662	0.012847611	0.008800467	0.011566238	0.01188164	0.006368213	0.010251253	0.010666586	0.012739995	0.013280806	0.010302921	0.008601247	0.008739142	0.009128512	0.007174335	0.007755712	0.006073261	0.011638067	0.011210823	0.014082517	0.012596079	0.013388077	0.012890801	0.011916068	0.012716491	0.016977565	0.012453108	0.01559828	0.014058694	0	0.005999227	0.005658751	0	0.008481483	0.008713466	0.009926314	0.008115974	0.009090644	0.011290832	0.009171928	0.009669268	0.013357668	0.012529754	0	0.00891382	0	0.007356385	0.011892417	0.01159577	0	0.013479433	0.013289441	0.012183513	0	0.009607793	0.013510138	0.011598615	0	0.015738372
"Furan, 2,5-dimethyl-"	Aromatic	Polysaccharide	0.000890552	0.000798745	0.002312928	0.004270146	0.003852015	0.004144417	0.004526995	0.004856702	0.00446107	0.004273774	0.003292025	0.004871183	0.001123907	0.000629113	0.001858991	0.000716882	0.000930437	0.001468363	0.001331232	0.000878522	0.00219543	0.000653139	0.001531998	0.001954011	0.00509334	0.004916298	0.003999575	0.004673542	0.005161934	0.005551024	0.003991091	0.005668316	0.004834842	0.001069371	0.000840055	0.000856539	0.006999026	0.00468999	0.003753299	0.005866904	0.006612481	0.004739779	0.005099896	0.007822694	0.005770338	0.005606557	0.005063298	0.004138132	0.005680464	0.007002444	0.006564715	0.005821586	0.005853645	0.006457759	0.00744682	0.006046316	0.006280973	0.007209596	0.007876892	0.007657324	0.008184068	0.006735702	0.006902046	0.007101867	0.00647602	0.005773999	0.003756758	0.006415832	0.005103517	0.006131257	0.005854002	0.004927212	0.006755296	0.007183702	0.007662049	0.007723908	0.006636627	0.006491809	0.005114278	0.007133796	0.007073439	0.007883033	0.006583409	0.006126656	0.007322326	0.006426598	0.012353012	0.008507721	0.009024588	0.006153171	0.004784836	0.008504935	0.005603952	0.007082764	0.008171768	0.003528571	0.006989403	0.008820714	0.006344817	0.004953172	0.006940982	0.007177416	0.007225051	0.007879658	0.007249342	0.006778198	0.005724417	0.007752606
"Furan, 2-ethyl-"	Aromatic	Polysaccharide	0.000909625	0.000778547	0.000730956	0.000667861	0.0018688	0.001948495	0.000880706	0.001340563	0.000310136	0.001695264	0.000796297	0.002107128	0.000748803	0.000724675	0.000720359	0.000830514	0.000778915	0.000572527	0.000588545	3.83892E-05	0.00056863	0.000809459	0.000879137	0.000654955	0.0015539	0.001481444	0.001007893	0.002829134	0.00167842	0.002880911	0.001774022	0.001548159	0.00067539	0.000748425	0.000807693	0.000663398	0.000469842	0.000475605	0.003831088	0.001936597	0.000549767	0.001197036	0.001619967	0.001324223	0.003279838	0.002829477	0.001505305	0.001984368	0.002627398	0.000783236	0.002005885	0.002195861	0.001890093	0.002560835	0.001891256	0.001056731	0.002517923	0.000790318	0.001373877	0.002440656	0.002441723	0.000756471	0.002639953	0.002264626	0.001997096	0.001742762	0	0.002917515	0	0.003843948	0.001561942	0.002125464	0.002331777	0.002677156	0.003543144	0.001531231	0.004370462	0.00213637	0.001490655	0.001662998	0.002759514	0.002304552	0.001188434	0.002567361	0.002100996	0.002037702	0.001295783	0.003054634	0.000694341	0.00179252	0.001482574	0.001393207	0.002267918	0.002998102	0.001422901	0.000536143	0.002232436	0.003211136	0.003094078	0.002930312	0.002158476	0.00259352	0.003101854	0.002552565	0.000966579	0.002253915	0	0.002346183
"Furan, 2-ethyl-5-methyl-"	Aromatic	Polysaccharide	0	0	0	0.000673069	0.000564454	0.00091703	4.19776E-05	0.000714304	0.000855548	0.000794922	0.000843504	0.000684197	0	0.006052229	0	0	0	0	0	0	0	0	0	0	0.000822992	0.000629286	0.000558798	0.000722133	0.000663451	0.000790494	0.000664572	0.00072271	0.000935728	0.003883717	0	0	0.001111419	0	0.001075427	0.001513454	0	0.001269584	0.001535969	0.001856232	0	0	0	6.0257E-05	0.001761384	0.000267995	0.001690911	0.000883451	0.001565674	0.001765545	0	0.001731445	0.002019872	0	0.001663917	0.001006072	0.001423316	0.000994811	0.001358144	0.001318918	0.003160453	0.002006817	0.00098385	0	0.000138911	0.0011373	0.001365059	8.44665E-05	0	0.001329654	0.001550126	0.001260217	0.001854135	0	0.000875002	0.00138635	0.000981549	0.001373586	0.001205533	0.001845777	0.001237451	0.001236554	0.003372336	0.001106456	0.001677837	0.000849724	0.00123427	0.000373343	0.001172001	0.002052392	0.000480174	0.000160843	0.001389535	0.001379599	7.79394E-05	0.001132424	0.002475899	0.00259352	0.001741956	0	0.001252159	0.001294767	0.001512882	0.000102008
