Compound	Type	Source	3-1_R	3-2_R	3-3_R	6-1_R	6-2_R	6-3_R	7-1_R	7-2_R	7-3_R	9-1_R	9-2_R	9-3_R	20-1_R	20-2_R	20-3_R	22-1_R	22-2_R	22-3_R	24-1_R	24-2_R	24-3_R	31-1_R	31-2_R	31-3_R	41-1_R	41-2_R	41-3_R	50-1_R	50-2_R	50-3_R	58-1_R	58-2_R	58-3_R	100-1_R	100-2_R	100-3_R	MS-1_S	MS-2_S	MS-3_S	MS-4_S	MS-5_S	MS-6_S	MS-7_S	MS-8_S	MS-9_S	MS-10_S	MS-11_S	MS-12_S	MS-13_S	MS-14_S	MS-15_S	MS-16_S	MS-17_S	MS-18_S	MS-19_S	MS-20_S	MS-21_S	MS-22_S	MS-23_S	MS-24_S	MS-25_S	MS-26_S	MS-27_S	MS-28_S	MS-29_S	MS-30_S	MS-31_S	MS-32_S	MS-33_S	MS-34_S	MS-35_S	MS-36_S	MS-37_S	MS-38_S	MS-39_S	MS-40_S	MS-41_S	MS-42_S	MS-43_S	MS-44_S	MS-45_S	MS-46_S	MS-47_S	MS-48_S	MS-49_S	MS-50_S	MS-51_S	MS-52_S	MS-53_S	MS-54_S	MS-55_S	MS-56_S	MS-57_S	MS-58_S	MS-59_S	MS-60_S	MS-61_S	MS-62_S	MS-63_S	MS-64_S	MS-65_S	MS-66_S	MS-67_S	MS-68_S	MS-69_S	MS-70_S	MS-71_S	MS-72_S
"Acetamide, N-(2,4-dihydroxyphenyl)-"	Aromatic	N-Bearing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001652548	0.000488816	0	0.002019669	0.002290698	0.001608139	0.001727965	0.005883594	0.006246663	0.003702773	0.002668495	0.001086562	0.001102333	0.00162353	0.002967384	0	0.001149571	0.002147284	0.002275417	0.000816253	0.000401207	0.000919908	0.002121876	0.00214256	0.001926385	0.0001848	0.000591604	0	0.000575862	0.001698753	0.001747024	0.001377716	0.002679346	0	0	0.001890835	0.003514811	0.004982485	0.004591324	0.000914673	0.000729882	0.001488568	0	0.002300222	0	0.000663931	0	0.000636005	0.002648501	0.000829014	0	0	0.001587591	0	0	0	0	0	0	0	0	0	0	0.000449945	0.000315307	0	0	0	0	0	0	0
Alpha-amino-gamma-butyrolactone	Aromatic	N-Bearing	0	0	0	0.001146951	0	0	0.001259328	0.001248258	0.000921241	0.001155344	0.001267119	0	0	0	0.002821682	0	0.002580601	0.003394746	0	0.003519012	0.002863605	0	0	0	0.000732347	0.000696148	0.001010178	0.001126965	0.001075139	0.00126479	0	0	0.001133584	0.003263401	0.003667655	0.00256122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000590106	0	0	0	0.001078702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000678795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aniline	Aromatic	N-Bearing	0	0	0	0	0	0.003077385	0	0	0	0	0.001279542	0	0	0.00460288	0.001473914	0.002055397	0.000519671	0.001724316	0.001506395	0.001230424	0.001090897	0.00088375	0.001526434	0.00235205	0.004114958	0.00305466	0.003611045	0	0	0	0	0	0	0.003519619	0.00122435	0.001581518	0.002397815	0.008587306	0	0	0.002397597	0	0.003395931	0.006728843	0.007607592	0.004803125	0.009018144	0.008881255	0.003082422	0.001507687	0.004343321	0.00507261	0.004414918	0.003085727	0.003280147	0.003490373	0	0.007027075	0.004762772	0.005645181	0.000277301	0.004663179	0	0	0.005215716	0.004788195	0.003323286	0.008860602	0.008548391	0.007767317	0.006799043	0.007563339	0.002503231	0.002870506	0.007440603	0.006301083	0.007033941	0.011453701	0.005029444	0.006232358	0.006898786	0.006749046	0	0.006671248	0.005764384	0.005851861	0.00535175	0.004004964	0.007624856	0.007118374	0.003896742	0.003788065	0.002604447	0	0	0.001758051	0	0.005728509	0.005248182	0	0.007343051	0.007398569	0.006373932	0.008212602	0.004785821	0.00577463	0.004890287	0.006994832
Diethyltoluamide (DEET)	Aromatic	N-Bearing	0	0	0	0.000424411	0	0	0.000573419	0	0.000792909	0.001823477	0.001233578	0.000505711	0	0	0.000229054	0.000109955	0	0	0	0.000757941	0	0	0	0	0.001411459	0.000683038	0.003176805	0.000878438	0.000940549	0.001809353	0.002672932	0.003029006	0.002514118	0	0	0.000160951	0	0	0	0	0	0	0	0	0	0.00045586	0.000521383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000200787	0	0	0	0	0	0	0	0	0	0.000888851	0	0	0	0.001393818	0.001197139	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001172652	0.001585444	0	0	0.001437646	0
"Dimethylpyrrole (2,5 or 2,4)"	Aromatic	N-Bearing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000418241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.18293E-05	0	0	0	0	0	0	0	0	0.001239659	0	0	0	0	0	0	0	0	0	0	0	0.003507183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000514222	0	0	0	0	0	0	0	0
"Ethanone, 1-(1-methyl-1H-pyrrol-2-yl)-"	Aromatic	N-Bearing	0	0.004168165	0.004113834	0.000103629	0	0	0	0	0.000223053	0	0	0	0	0.005192176	0.005626766	0.005146848	0.006049022	0	0.004986283	0.004552568	0.004663585	0.004132422	0.004562608	0.005102139	0.000451782	0	0	0	0	0	0	0	0	0.005542388	0.004651989	0	0.00033699	0	0	0	0	0.000426822	0.000652787	0.001584427	0.000775729	0.000752781	0.000681493	0.000810687	0.000823447	0.000489307	0.001057648	0.000352359	0.000406229	0.000335613	0.001211586	0.000735177	0.000188152	0.000565816	0.001079256	0.000851435	0	0.000808284	0	0.000800772	0	0	0.00110207	0.000506513	0.001786231	0.000530528	0.001069734	0.001353948	0.001587666	0.000693086	0.001123472	0.000619268	0.001090408	0.001392086	0.000673824	0.000248673	0.000345813	0.000186559	0	0	0.001871756	0	0.000460031	0.0004367	0	0.001139285	0	0.000244039	0.000829619	0.000195581	0.000295153	0	0	0.000340935	0.000260451	0.000196614	0	0.000339771	0.001119694	0.001082858	0.00082222	0.00110886	0.00059861	0.000756316
N-Isopropyl-4-piperidone	Aromatic	N-Bearing	0.000131455	0	0	0.00463467	0.004640217	0.004824844	0.005555857	0.005538344	0	0.005456185	0.004062235	0.004945552	0	0.000216606	0	0	0	0	0	0	0	0	0	0	0.004978236	0.004365672	0.004216695	0.005267504	0.004750246	0	0.005419096	0	0.00455219	0	0	0	0	0	0.005192388	0	0	0	0	0.011087674	0.008859646	0.00661958	0.006527549	0.007489777	0.004036505	0.007624883	0	0.004817277	0	0.005455693	0.007313841	0.007035713	0.004579299	0.005274869	0.007327342	0.005719705	0.010417202	0	0.004930033	0	0.006572966	0.009488371	0.003848706	0.006645452	0	0.008132651	0.006969676	0.006900857	0.010030071	0.007748879	0.008459256	0	0.006254027	0	0	0	0.008208682	0.008907278	0.008395984	0.004531781	0.007722939	0.00618277	0.005113487	0.007331121	0.008490479	0.00546374	0.004712339	0.010344331	0.007403654	0.006921792	0.003920687	0.004463705	0.00799087	0.006818709	0.007500201	0.003005932	0.003068422	0.00677532	0.006392846	0.006436904	0.008661552	0.01028246	0.007000144	0.007271711
p-Aminotoluene	Aromatic	N-Bearing	0	0	0	0	0	0	0	0	0	0.000190895	0	0.000397875	0.000177015	0	0.00106394	0	0.001953207	0	0.000910843	0.000780089	0.000666811	0	0	0	0	0	0	0	0	0	0.000105636	0	0	0.000651332	0.000821177	0.000825749	0	0.000701847	0.000233366	0.000441316	0.000508535	0	0.000458391	0.000546926	0.001109157	0.001868852	0.000544647	0.000465842	0.000839593	0.000375193	0.000588503	0.00033023	0.000442902	0.000761888	0.000271868	0.000412249	0.000373538	0.000436226	0.000468645	0.000557066	7.25155E-05	0.000253884	0	0	0	0	0.000191779	0.002471784	0.000566171	0.000471757	0.000341265	0.000630738	0.001128169	0.0003867	0.000695342	0.000513572	0.000269291	0.000570618	0	0.000696283	0	0.000415185	0	0.000318975	0.000985954	0	0.000526011	0.001018211	0.000795637	0.000549821	0	0.000712083	0.000465289	0.000434624	0.001548451	0.000339142	0	0.000761158	0.001404085	0.001036007	0.000592523	0	0.001880026	0.000646861	0.001961402	0.006432707	0.001213576	0.001039024
Pentylenetetrazol	Aromatic	N-Bearing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000959494	0	0	0	0	0	0	0	0	0	0	0	0	0.000303474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001521919	0	0	0	0	0	0	0	0	0	0.001077598	0	0	0.000767898	0	0	0	0.000878289	0
"Piperidine-2,5-dione"	Aromatic	N-Bearing	0.004885565	0.020014539	0.005861772	0.000665257	0	0	0	0.000731345	0.000620272	0	0.000356533	0	0.017139579	0.01592692	0.019751775	0.022392131	0.022017968	0.020476248	0.019618163	0.021778499	0.02168158	0.015043873	0.016877941	0.016989036	0.001237365	0.000978015	0.000796487	0.000844051	0	0.001277087	0	0	0	0.017530668	0.020226038	0.020153864	0.000938064	0.000736527	0.001901931	0.000947531	0.000905589	0.000500579	0.002327953	0.003430715	0.002708248	0.003213727	0.00250428	0.00241996	0.001570568	0.001523248	0.002022463	0.000953242	0.001678515	0.001437885	0.00110668	0.001525321	0.000641932	0.001126157	0.001300603	0.001497929	0.000614725	0.000583761	0.000839696	0.00087324	0.001256425	0.000834413	0.005004632	0.003052586	0.004258247	0.003160933	0.002625113	0.003022575	0.002074596	0.002156598	0.003100251	0.002113912	0.002383888	0.002990918	0.000659281	0.000991582	0.000881997	0.000993152	0.000776329	0.001065844	0.001613582	0.001793874	0.001726489	0.00271523	0.001090318	0.001702894	0.001002278	0	0.00076085	0.001279727	0.00120484	0.000572302	0.00117881	0.001337973	0.001707618	0.003194985	0.001451681	0.001435483	0.003820577	0.002917218	0.002212462	0.002648762	0.002306122	0.002870796
"Pyrazolo[5,1-c][1,2,4]benzotriazin-8-ol"	Aromatic	N-Bearing	0.001599179	0	0	0.017965856	0.018433737	0.021186015	0.016324618	0.019739226	0.018944269	0.013747306	0.012422737	0.014254099	0	0	0	0.000217237	0.001799318	0.00165696	0.000130788	0.000195637	0.000400905	0	0.001051626	0.002171123	0.022589106	0.023598229	0.022511893	0.01953822	0.017575911	0.013895127	0.015671439	0.019484835	0.01636408	0.000320946	0	0	0.01944174	0.020972843	0.014702042	0	0.020310854	0.012695838	0.02159956	0.025357461	0.016875517	0.024626933	0.021074268	0.022142638	0.020843045	0.021093782	0.023042812	0.013464545	0.016503047	0.016382984	0.01424352	0.015665454	0.011635017	0.011225067	0.015173703	0.013935958	0.019263849	0.017150135	0.015108164	0.013515288	0.018206534	0.016741077	0.02062276	0.032281767	0.02440119	0.028114829	0.022969741	0.022634811	0.021431776	0.02349948	0.021111233	0.02290071	0.022955959	0.023982478	0.01130716	0.012853267	0.015194795	0.015455134	6.73731E-05	0.015462513	0.015223315	0.012609368	0.016861679	0.015951977	0.016428433	0.017752845	0	0	0	0	0	0	0	0	0	5.99296E-05	0	0	0	0	0	0	0	0
Pyridine 3-methyl	Aromatic	N-Bearing	0	0	0	0.000268186	0.00014747	0.003355741	0	0	0.000282636	0	0	0	0.000738969	0	0.000612471	0.000516356	0.000423787	0	0.001891751	0.001087695	0.000549539	0.000609803	0.000762289	0.001011381	0.000351066	0.000157322	0.000186266	0	0	0	0	0	0	0.000594694	0.000583858	0.000267319	0	0	0.008401167	0.007787925	0	0.002490802	0	0.000634765	0	0.001227853	0.000904551	0.003230647	0	0	0.002602677	0	0	0.000453316	0.006678497	0	0	0	0	0	0	0	0	0	0.002889003	0	0.006029202	0.00140473	0.001834076	0.001699597	0.00139131	0.002442903	0.001783124	0	0.002273517	0	0.001414146	0.000981352	0.001248272	0.001973839	0	0	0	0	0.010460465	0.008986787	0	0.000556622	0	0	0	0.000300496	0	0.002937737	0	0.000269318	0	0	0.008538088	0	0	0.001320886	0	0.009211432	0.000665308	0.002007136	0.006198726	0.001289672
"Pyridine, 1-acetyl-1,2,3,4-tetrahydro-"	Aromatic	N-Bearing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000476643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pyridine, 4-methoxy-"	Aromatic	N-Bearing	0.020099771	0.024972269	0.02083401	0	0.000872106	0.001243325	0	0	0	0	0	0.000891191	0.031609878	0.023253303	0.033694204	0.022225026	0.024503868	0.023305203	0.024873028	0.026208024	0.023454287	0.026466073	0.031344747	0.029852939	0.00494946	0.000234671	0.001002179	0.000592399	0.000552612	0	0	0.001089379	0.000773575	0.024273232	0.024001565	0.025192329	0	0	0	0.000384204	0	0	0.001379972	0.002983231	0.00268103	0.001131791	0.002121111	0.001754471	0.001313699	0.000864499	0.001099092	0.000602585	0.00073629	0.001062508	0.000701833	0.000391636	0.000611496	0.000677154	0.000810587	0.000830941	0	0	0	0	0.000663113	0	0.001144103	0.001850461	0.003205647	0.002906787	0.001190489	0.001229733	0.003497666	0.004223957	0.003543144	0.001395724	0.001321439	0.004355439	0	0	0	0	0.00073358	0.000824667	0.001199615	0.000893454	0.001271957	0.001052152	0.000990863	0.001087577	0	0	0	0	0	0	0	0	0	0.000565267	0	0.000635312	0.001393943	0.004439244	0.0023223	0.002253915	0.002584165	0.003031094
Pyrimidine	Aromatic	N-Bearing	0	0	0	0	0	0	0	0	0	0	0.003018725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014095127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00010955	0	6.66647E-05	0	0	0	0.0046807	0	0	0	0	0.016953131	0.003756934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"S-Tetrazine, 3-methyl-6-(2-thienyl)-"	Aromatic	N-Bearing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00012103	0	0	0	0	0	0	0	0	0.000433534	0	0	0	0.000176527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000199404	0	0	0	0	0	0	0	9.75083E-05	0	0	0.000150008	0	0	0
o-xylene	Aromatic	Phenol	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001481444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phenol	Aromatic	Phenol	0.048562221	0.032133434	0.036547797	0.026818597	0.022756131	0.024897433	0.021125976	0.017893112	0.024444219	0.035614783	0.026584657	0.026896864	0.044956272	0.038383876	0.049628409	0.04010531	0.043444055	0.036506995	0.049629281	0.058568166	0.052635785	0.03606196	0.039134566	0.035099819	0.028344292	0.028317875	0.026397194	0.027197202	0.026443038	0.030741432	0.020687764	0.030998601	0.024099827	0.045175183	0.056632907	0.042127173	0.044878017	0.040624561	0.046867619	0.060486221	0.041537987	0.041231245	0.063238712	0.060327555	0.057431195	0.064973184	0.05200144	0.057958052	0.046970243	0.039766966	0.038128393	0.042044786	0.036532385	0.035629014	0.040336939	0.050569185	0.049943416	0.054756426	0.046711802	0.044527994	0.034478608	0.04887702	0.047709992	0.043118481	0.050024343	0.030806399	0.040720099	0.044978362	0.039392771	0.047652253	0.043183113	0.049272118	0.046807	0.043280688	0.054032947	0.055828949	0.059008588	0.048791938	0.042053424	0.03543585	0.036677091	0.04444494	0.040013447	0.04240035	0.040951609	0.044411446	0.047286012	0.043443681	0.034624948	0.049466665	0.044585976	0.038244887	0.040676202	0.04768793	0.042290553	0.000893988	0.042353697	0.038057913	0.048956924	0.04896456	0.044862446	0.042019045	0.053147626	0.062307963	0.048799685	0.048039653	0.045141115	0.053918498
"Phenol, 4-methyl-"	Aromatic	Phenol	0	0	0	0.038665647	0.045639391	0.038969896	0.044035314	0.046862911	0.044916252	0.046584136	0.05143013	0.049579473	0	0	0.001385944	0	0	0	0	0	0	0	0	0	0.053379352	0.042607914	0.048223446	0.029072871	0.037843629	0.033200747	0.037347821	0.042866637	0.035257154	0	0	0	0.042933843	0.059285437	0.049590219	0.071129719	0.059863569	0.04896966	0.056638847	0.046074342	0.032254012	0.039996933	0.039959001	0.059652024	0.043300693	0.052907354	0.038294169	0.030980369	0.039071316	0.028948573	0.038711641	0.0397133	0.033480074	0.041249841	0.037705278	0.035026204	0.044539981	0.032124119	0.040553493	0.036958698	0.044789238	0.037495788	0.055957298	0.056729465	0.043698863	0.039869052	0.049745896	0.052722547	0.024689406	0.044173073	0.033659869	0.042684755	0.045470458	0.049205429	0.052354695	0.041963507	0.043139245	0.046822653	0.047195348	0.039677392	0.026039882	0.033961694	0.0289581	0.034392914	0.031309794	0.03998699	0.0409611	0.046986576	0.065257505	0.027566441	0.034140811	0.035659763	0.042562336	0.031516709	0.034661502	0.036298052	0.018854924	0.03216769	0.047473502	0.052478208	0.055860732	0.054126869	0.035327829	0.048089471
p-isopropenylphenol	Aromatic	Phenol	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002120371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001680571	0	0	0	0
"Benzene, 1,4-dimethoxy-"	Aromatic	Phenol+TMAH	0.000504695	0.000470066	0.000270136	0	0	0	0	0	0	0	0	0	0	0	0	0.000533066	0.000711441	0	0.000540667	0.000438031	0.000621811	0.000520035	0	0.000602487	0	0	0	0	0	0	0	0	0	0.000745728	0.000702518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Benzene, 1-ethyl-4-methoxy-"	Aromatic	Phenol+TMAH	0.00161385	0.00187292	0.002065745	0	0.000896261	0.001195386	0.000695511	6.66021E-05	0.000792909	0.000859029	0.000698158	0.000735016	0.001699909	0.00191123	0.003070654	0.001153028	0.002000557	0.002182337	0.002382205	0.002485456	0.001881797	0.002089427	0.001109122	0.001899732	0.000725153	0.000717124	0.00035082	0	0.000438606	7.32524E-05	0.000717664	0.001291313	0.000431417	0.00160473	0.001456275	0.001833442	0.001028792	0.000252665	0	0	0.000238233	0.000377248	0.000299994	0	0	0.000286441	0	0.000269826	4.90252E-05	0.000191919	0	0.000164775	0.000221451	0	7.23996E-05	0	0.00022689	0	0.000111131	0	0.000618406	0.000159412	5.83652E-05	0	0	0	0.000547751	0.000186397	0	0.000246203	0.000271699	0	0	0.000406035	0.000264259	0	0	0.000250851	0.000527183	0.000371455	0.000440125	0.000111387	0.000543772	7.70208E-05	0	0	0	0	0	0	0	0	0	0	0	0.000244382	0	0	0	0	0	0	0	0.000323431	0.000324808	0.000329039	0.000593704	0.00032934
2-Butanone	Aliphatic	Polysaccharide	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000885148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2H-Pyran-2-one	Aliphatic	Polysaccharide	0.004342724	0.007344785	0.008121733	0.001900736	0.001372996	0.002458815	0.001975416	0.001065066	0.001323043	0.001823477	0.001639801	0.001673307	0.004327041	0.009173906	0.008116486	0.008037773	0.007564237	0.007247514	0.006317516	0.007887016	0.010022617	0.007630277	0.007697083	0.010077628	0.001870436	0.001324123	0.002194053	0.001703733	0.001836762	0.002757946	0.001336466	0.001450735	0.001591779	0.011691607	0.009924243	0.007053852	0.001435448	0.001390483	0.001524656	0.001344715	0.003313876	0.001141416	0.00096958	0.000372904	0.002231923	0.001447924	0.001833735	0	0.001403236	0.002749108	0.003315512	0.000956647	0.00335703	0.001336088	0.001566196	0	0.001198089	0.002336274	0.001465468	0.005067621	0.001791415	0.002331589	0.00171756	0.00174648	0.000484732	0.00197161	0.000154999	0.000395756	0.001593254	0.001842554	0.001522566	0.002912162	0.002314632	0.00245406	0.001948729	0.001951303	0	0	0.001575489	0.002315764	0.000728302	0.001355296	0.001665517	0.001839942	0.001660321	0.001255712	0.002199349	0.002466334	0.001659419	0.001316813	0.000616229	0.001762907	0.00100081	0.001243508	0.004779714	0.002032357	0.0011496	0.003270602	0.000830309	0.001138095	0.001064425	0.001483735	0.003158596	0.000824431	0.001631887	0	0.00119395	0.001241583
Acetic anhydride	Aliphatic	Polysaccharide	0	0	0	0.011261207	0.007882012	0.013654928	0.010453243	0.007256651	0.006997158	0.010328287	0.008969216	0.00842851	0.000171396	0	0	0	0	0	0	0	0	0.000518487	0.000248532	0.000213494	0.007697562	0.00719746	0.006730713	0.008721861	0.006777018	0.008660301	0.00930034	0.007953355	0.009312649	0	0	0	0.000839235	0.002889959	0	0.001518645	0	0	0.000338393	0.005601844	0.000903657	0	0.000615807	0.000732038	0.003933758	0.001728999	0.000459198	0.002280972	0.000867468	0.003753771	0.003989368	0.004424804	0.001088794	0.002938595	0.00040911	0.005272562	0.001975465	0.004542281	0	0.004801007	0.00242366	0.00120585	0.003677944	0	0	0.004812878	0.005132096	0	0.000349767	0.004625531	0.005654267	0.001100318	0.005223952	0.004644882	0.001854229	0.002455642	0.003527987	0	0.004890532	0.004123337	0.00391711	0	0	0.005385206	0.004180778	0	0.001138211	0	0	0.000879309	0.000898674	0	0.001022331	0.003607573	0.001069219	0.001858385	0.00359746	0.0041818	0.000480409	0.000453437	0.000426801	0	0.004137936	0.004634076
"Butanal, 2-methyl-"	Aliphatic	Polysaccharide	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004392737	0.004161689	0	0.000969729	0	0.00735585	0	0	0	0	0	0	0	0.000242032	0	0.004457233	0.005073953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005473045	0	0	0	0	0.005600672	0	0	0	0	0	0	0	0	0
PENTANAL	Aliphatic	Polysaccharide	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010718011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008643582	0	0	0	0	0
"1,2-Cyclohexanedione"	Aromatic	Polysaccharide	0.000181925	0	0	0	0	0	0	0	0	0.000361846	0	0.00019212	6.09719E-05	0	0	0	7.65894E-05	0	0	0	0	0.000173345	0	0	0	0	0	0.000159432	0.000128257	0	0	0	0	0	0.000293952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1,2-Cyclopentanedione"	Aromatic	Polysaccharide	0	0	0	0	0	0	0	0	0	0.000219387	0	0	0.00157347	0	0	0	0	0	0.001564782	0.001710289	0.001677254	0	0	0	0	0.000159944	0.000129129	0	0	0	0	0	0	0	0	0.001251219	0.000278665	0.000548266	0.000571746	0.000880036	0.000345132	0.000287772	0	0	0	0	0	0	0.001287278	0	0	0.001286877	0	0	0.000895391	0	0.001041756	0.001135283	0	0.001559411	0.000266258	0.000961996	0.000825383	0.001130501	0.000531266	0.000573879	0	0	0	0	0	0	0	0	0	0	0	0	0.000654434	0.000355913	0.000698611	0.000256061	0.000127222	0.000892741	0	0.001611003	0	0.001249006	0.001558123	0	0.000770286	0.000548177	0.000361404	0.001136864	0.000922903	0.000215704	0.000888802	0.001375635	0.000936056	0.001217497	0.000846461	0.001105764	0	0	0	0	0	0
"1,2-Cyclopentanedione, 3-methyl-"	Aromatic	Polysaccharide	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001374236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000783019	0	0	0	0	0	0	0	0	0	0	0	0
"2(3H)-Benzofuranone, 3-methyl-"	Aromatic	Polysaccharide	0	0	0	0	0	0.000176292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000178134	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002027784	0.002026046	0	0.000263776	0	0	0	0	0	0	0	0.000281703	0	0	0	0	0	0	0	0	0	0	0.000478133	0	0	0	0	0	0	0	0	0	0.000582728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000293163	0	0	0	0	0.001573837
"2(3H)-Furanone, 5-methyl-"	Aromatic	Polysaccharide	0.010680754	0.011145711	0.010752468	0.001290157	0.001690819	0	0	0	0	0	0	0	0.010283747	0.009444663	0.01039043	0.001955134	0	0	0	0	0.007827187	0.008141026	0.009644538	0.008829233	0	0.001599436	0	0.00151304	0	0	0.001404205	0	0.002900905	0.006607713	0.006944273	0.007543703	0.00044716	0	0	0.000874844	0.003924729	0.002043425	0	0	0	0	0	0	0	0	0	0	0	0.000357881	0	0	0	0	0	0	0	0.000967178	0	0	0	0	0	0.000256633	0	0	0	0	0	0	0.001520599	0	0	0.001419652	0	0	0	0.001351638	0	0.001734913	0.00109501	0	0	0.001527317	0.001808601	5.2052E-05	0	0	0.0015217	0	0	0	0	0	0	0	0.001159652	0.001775254	0	0	0	0	0.00134442	0
