Zak_WA_Manistee_soil_2019,ms_50_56_b,0.4033,0.11426,2.9205,7/25/2019 1:44:38 PM
Zak_WA_Manistee_soil_2019,ms_58_62_a,0.4058,0.07152,1.4696,7/25/2019 1:50:03 PM
Zak_WA_Manistee_soil_2019,ms_58_62_b,0.4027,0.07469,1.4705,7/25/2019 1:55:28 PM
Zak_WA_Manistee_soil_2019,ms_100_68_a,0.4090,0.12664,1.9240,7/25/2019 2:00:53 PM
Zak_WA_Manistee_soil_2019,ms_100_68_b,0.4046,0.12400,1.8901,7/25/2019 2:06:17 PM
soil standard - lot 1018,Soil standard,0.4027,0.09241,0.94573,7/25/2019 2:11:42 PM
Zak_WA_Manistee_soil_2019,ms_03_02_a,0.4030,0.08368,2.1323,7/25/2019 2:17:07 PM
Zak_WA_Manistee_soil_2019,ms_03_02_b,0.4075,0.08532,2.1786,7/25/2019 2:22:32 PM
Zak_WA_Manistee_soil_2019,ms_06_08_a,0.4030,0.11757,1.8849,7/25/2019 2:27:58 PM
Zak_WA_Manistee_soil_2019,ms_06_08_b,0.4088,0.11853,1.8686,7/25/2019 2:33:23 PM
Zak_WA_Manistee_soil_2019,ms_07_14_a,0.4042,0.10457,1.7776,7/25/2019 2:38:48 PM
Zak_WA_Manistee_soil_2019,ms_07_14_b,0.4078,0.10381,1.7949,7/25/2019 2:44:12 PM
Zak_WA_Manistee_soil_2019,ms_09_20_a,0.4092,0.12339,2.6257,7/25/2019 2:49:37 PM
Zak_WA_Manistee_soil_2019,ms_09_20_b,0.4037,0.12591,2.6434,7/25/2019 2:55:02 PM
Zak_WA_Manistee_soil_2019,ms_20_26_a,0.4069,0.07641,1.9651,7/25/2019 3:00:28 PM
Blank,Blank,1.0000,0.00327,0.00632,7/25/2019 3:05:53 PM
Zak_WA_Manistee_soil_2019,ms_20_26_b,0.4011,0.07815,1.9444,7/25/2019 3:11:18 PM
Zak_WA_Manistee_soil_2019,ms_22_32_a,0.4022,0.34835,4.4346,7/25/2019 3:16:43 PM
Zak_WA_Manistee_soil_2019,ms_22_32_b,0.4019,0.34243,4.3277,7/25/2019 3:22:08 PM
Zak_WA_Manistee_soil_2019,ms_100_69_a,0.4031,0.14482,2.0211,7/25/2019 3:27:34 PM
Zak_WA_Manistee_soil_2019,ms_100_69_b,0.4041,0.14521,2.0407,7/25/2019 3:32:59 PM
Zak_WA_Manistee_soil_2019,ms_58_63_a,0.4044,0.07798,1.6802,7/25/2019 3:38:25 PM
Zak_WA_Manistee_soil_2019,ms_58_63_b,0.4076,0.07530,1.6111,7/25/2019 3:43:50 PM
Zak_WA_Manistee_soil_2019,ms_50_57_a,0.4054,0.17762,6.0619,7/25/2019 3:49:15 PM
Zak_WA_Manistee_soil_2019,ms_50_57_b,0.4013,0.17009,5.8319,7/25/2019 3:54:40 PM
soil standard - lot 1018,Soil standard,0.4079,0.09184,0.97471,7/25/2019 4:00:05 PM
Zak_WA_Manistee_soil_2019,ms_41_51_a,0.4080,0.08094,1.2542,7/25/2019 4:05:30 PM
Zak_WA_Manistee_soil_2019,ms_41_51_b,0.4045,0.07881,1.1936,7/25/2019 4:10:55 PM
Zak_WA_Manistee_soil_2019,ms_31_45_a,0.4005,0.09928,2.6812,7/25/2019 4:16:20 PM
Zak_WA_Manistee_soil_2019,ms_31_45_b,0.4070,0.09291,2.4396,7/25/2019 4:21:46 PM
Zak_WA_Manistee_soil_2019,ms_24_39_a,0.4028,0.13640,1.9298,7/25/2019 4:27:10 PM
Zak_WA_Manistee_soil_2019,ms_24_39_b,0.4041,0.13283,1.9300,7/25/2019 4:32:35 PM
Zak_WA_Manistee_soil_2019,ms_22_33_a,0.4013,0.39600,4.6025,7/25/2019 4:38:00 PM
Zak_WA_Manistee_soil_2019,ms_22_33_b,0.4070,0.40539,4.7446,7/25/2019 4:43:24 PM
Zak_WA_Manistee_soil_2019,ms_20_27_a,0.4081,0.07030,1.7932,7/25/2019 4:48:48 PM
Blank,Blank,1.0000,0.00215,0.02523,7/25/2019 4:54:13 PM
Zak_WA_Manistee_soil_2019,ms_20_27_b,0.4025,0.06744,1.7653,7/25/2019 4:59:38 PM
Zak_WA_Manistee_soil_2019,ms_09_21_a,0.4014,0.08912,2.0930,7/25/2019 5:05:03 PM
Zak_WA_Manistee_soil_2019,ms_09_21_b,0.4019,0.08853,2.0793,7/25/2019 5:10:28 PM
Zak_WA_Manistee_soil_2019,ms_07_15_a,0.4054,0.09874,1.5974,7/25/2019 5:15:54 PM
Zak_WA_Manistee_soil_2019,ms_07_15_b,0.4024,0.09712,1.5616,7/25/2019 5:21:19 PM
Zak_WA_Manistee_soil_2019,ms_06_09_a,0.4047,0.17983,2.6526,7/25/2019 5:26:45 PM
Zak_WA_Manistee_soil_2019,ms_06_09_b,0.4021,0.17489,2.5684,7/25/2019 5:32:10 PM
Zak_WA_Manistee_soil_2019,ms_03_03_a,0.4040,0.06802,1.8765,7/25/2019 5:37:36 PM
Zak_WA_Manistee_soil_2019,ms_03_03_b,0.4030,0.06864,1.8196,7/25/2019 5:43:01 PM
soil standard - lot 1018,Soil standard,0.4059,0.09183,0.93187,7/25/2019 5:48:26 PM
Zak_WA_Manistee_soil_2019,ms_03_04_a,0.4036,0.06909,1.7094,7/25/2019 5:53:51 PM
Zak_WA_Manistee_soil_2019,ms_03_04_b,0.4050,0.06767,1.6772,7/25/2019 5:59:16 PM
Zak_WA_Manistee_soil_2019,ms_06_10_a,0.4022,0.13302,1.8610,7/25/2019 6:04:41 PM
Zak_WA_Manistee_soil_2019,ms_06_10_b,0.4008,0.13718,1.9260,7/25/2019 6:10:06 PM
Zak_WA_Manistee_soil_2019,ms_07_16_a,0.4025,0.11442,1.8505,7/25/2019 6:15:31 PM
Zak_WA_Manistee_soil_2019,ms_07_16_b,0.4081,0.11139,1.8212,7/25/2019 6:20:57 PM
Zak_WA_Manistee_soil_2019,ms_09_22_a,0.4051,0.08729,2.0071,7/25/2019 6:26:21 PM
Zak_WA_Manistee_soil_2019,ms_09_22_b,0.4005,0.08530,1.9464,7/25/2019 6:31:46 PM
Zak_WA_Manistee_soil_2019,ms_20_28_a,0.4016,0.06513,1.6664,7/25/2019 6:37:12 PM
Blank,Blank,1.0000,0.00276,0.01896,7/25/2019 6:42:37 PM
Zak_WA_Manistee_soil_2019,ms_20_28_b,0.4029,0.06527,1.6545,7/25/2019 6:48:02 PM
Zak_WA_Manistee_soil_2019,ms_22_34_a,0.4010,0.25603,3.2789,7/25/2019 6:53:27 PM
Zak_WA_Manistee_soil_2019,ms_22_34_b,0.4004,0.24709,3.2040,7/25/2019 6:58:52 PM
Zak_WA_Manistee_soil_2019,ms_24_40_a,0.4006,0.16334,2.7181,7/25/2019 7:04:16 PM
Zak_WA_Manistee_soil_2019,ms_24_40_b,0.4042,0.16506,2.7681,7/25/2019 7:09:41 PM
Zak_WA_Manistee_soil_2019,ms_31_46_a,0.4029,0.10047,2.5541,7/25/2019 7:15:07 PM
Zak_WA_Manistee_soil_2019,ms_31_46_b,0.4044,0.09657,2.4811,7/25/2019 7:20:32 PM
Zak_WA_Manistee_soil_2019,ms_41_52_a,0.4046,0.06467,0.98355,7/25/2019 7:25:57 PM
Zak_WA_Manistee_soil_2019,ms_41_52_b,0.4063,0.06114,0.99444,7/25/2019 7:31:23 PM
soil standard - lot 1018,Soil standard,0.4094,0.09196,0.96660,7/25/2019 7:36:48 PM
Zak_WA_Manistee_soil_2019,ms_50_58_a,0.4068,0.09137,2.3211,7/25/2019 7:42:14 PM
Zak_WA_Manistee_soil_2019,ms_50_58_b,0.4037,0.08901,2.2607,7/25/2019 7:47:39 PM
Zak_WA_Manistee_soil_2019,ms_58_64_a,0.4016,0.08081,1.7336,7/25/2019 7:53:05 PM
Zak_WA_Manistee_soil_2019,ms_58_64_b,0.4015,0.07945,1.6487,7/25/2019 7:58:30 PM
Zak_WA_Manistee_soil_2019,ms_100_70_a,0.4039,0.18550,2.5594,7/25/2019 8:03:55 PM
Zak_WA_Manistee_soil_2019,ms_100_70_b,0.4011,0.19025,2.5816,7/25/2019 8:09:21 PM
Zak_WA_Manistee_soil_2019,ms_24_41_a,0.4016,0.16645,2.4128,7/25/2019 8:14:45 PM
Zak_WA_Manistee_soil_2019,ms_24_41_b,0.4011,0.16287,2.3509,7/25/2019 8:20:10 PM
Zak_WA_Manistee_soil_2019,ms_31_47_a,0.4034,0.10308,2.7905,7/25/2019 8:25:35 PM
Blank,Blank,1.0000,0.00273,0.01014,7/25/2019 8:31:00 PM
Zak_WA_Manistee_soil_2019,ms_31_47_b,0.4035,0.10281,2.7976,7/25/2019 8:36:25 PM
Zak_WA_Manistee_soil_2019,ms_41_53_a,0.4075,0.07073,1.1152,7/25/2019 8:41:50 PM
Zak_WA_Manistee_soil_2019,ms_41_53_b,0.4057,0.06895,1.1489,7/25/2019 8:47:16 PM
Zak_WA_Manistee_soil_2019,ms_50_59_a,0.4018,0.09452,2.4253,7/25/2019 8:52:40 PM
Zak_WA_Manistee_soil_2019,ms_50_59_b,0.4068,0.09778,2.4447,7/25/2019 8:58:05 PM
Zak_WA_Manistee_soil_2019,ms_58_65_a,0.4005,0.07415,1.6136,7/25/2019 9:03:30 PM
Zak_WA_Manistee_soil_2019,ms_58_65_b,0.4051,0.07620,1.5810,7/25/2019 9:08:55 PM
Zak_WA_Manistee_soil_2019,ms_100_71_a,0.4009,0.17105,2.7428,7/25/2019 9:14:20 PM
Zak_WA_Manistee_soil_2019,ms_100_71_b,0.4071,0.17148,2.7815,7/25/2019 9:19:46 PM
soil standard - lot 1018,Soil standard,0.4045,0.09141,0.98939,7/25/2019 9:25:11 PM
